election_id,num_candidates,total_ballot_weight,expected_rows
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit68",5,1995.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit69",5,1995.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit70",5,1992.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit71",5,1989.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit72",5,1996.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit73",5,1992.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit74",5,1996.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit75",5,1992.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit76",5,1993.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit77",5,1992.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit78",5,1994.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit79",5,1992.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit80",5,1996.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit81",5,1993.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit82",5,1997.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit83",5,1994.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit84",5,1999.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit85",5,1991.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit86",5,1993.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit87",5,1992.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit88",5,1997.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit89",5,1991.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit90",5,1989.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit91",5,1989.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit92",5,1990.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit93",5,1995.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit94",5,1996.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit95",5,1990.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit96",5,1994.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit97",5,1994.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit98",5,1995.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit99",5,1996.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit100",5,1992.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit101",5,1992.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit102",5,1991.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit103",5,1995.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit104",5,1993.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit105",5,1992.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit106",5,1995.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit107",5,1990.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit108",5,1991.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit109",5,1993.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit110",5,1995.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit111",5,1994.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit112",5,1987.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit113",5,1989.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit114",5,1994.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit115",5,1991.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit116",5,1997.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit117",5,1991.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit118",5,1996.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit119",5,1993.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit120",5,1989.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit121",5,1990.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit122",5,1985.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit123",5,1993.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit124",5,1989.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit125",5,1994.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit126",5,1991.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit127",5,1995.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit128",5,1988.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit129",5,1986.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit130",5,1989.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit131",5,1995.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit132",5,1997.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit133",5,1997.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit134",5,1993.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit135",5,1993.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit136",5,1992.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit137",5,1993.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit138",5,1991.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit139",5,1989.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit140",5,1993.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit141",5,1994.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit142",5,1991.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit143",5,1988.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit144",5,1991.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit145",5,1991.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit146",5,1992.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit147",5,1987.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit148",5,1992.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit149",5,1992.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit150",5,1990.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit151",5,1986.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit152",5,1995.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit153",5,1988.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit154",5,1992.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit155",5,1991.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit156",5,1990.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit157",5,1994.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit158",5,1992.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit159",5,1993.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit160",5,1991.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit161",5,1991.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit162",5,1993.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit163",5,1991.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit164",5,1992.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit165",5,1990.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit166",5,1993.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit167",5,1988.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit168",5,1995.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit169",5,1996.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit170",5,1994.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit171",5,1987.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit172",5,1990.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit173",5,1993.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit174",5,1990.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit175",5,1993.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit176",5,1987.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit177",5,1991.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit178",5,1994.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit179",5,1984.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit180",5,1993.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit181",5,1999.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit182",5,1989.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit183",5,1996.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit184",5,1991.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit185",5,1998.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit186",5,1993.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit187",5,1991.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit188",5,1987.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit189",5,1986.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit190",5,1991.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit191",5,1991.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit192",5,1986.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit193",5,1987.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit194",5,1994.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit195",5,1991.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit196",5,1989.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit197",5,1993.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit198",5,1994.0,21
"NSW_Local_Government_2024_Cootamundra-Gundagai_Regional, 9 seats.csv__hit199",5,1996.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit0",5,1877.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit1",5,1878.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit2",5,1866.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit3",5,1885.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit4",5,1880.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit5",5,1862.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit6",5,1876.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit7",5,1876.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit8",5,1882.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit9",5,1873.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit10",5,1864.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit11",5,1885.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit12",5,1881.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit13",5,1883.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit14",5,1854.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit15",5,1868.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit16",5,1879.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit17",5,1879.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit18",5,1860.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit19",5,1867.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit20",5,1879.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit21",5,1868.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit22",5,1862.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit23",5,1846.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit24",5,1865.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit25",5,1873.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit26",5,1888.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit27",5,1855.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit28",5,1852.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit29",5,1864.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit30",5,1859.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit31",5,1895.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit32",5,1880.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit33",5,1860.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit34",5,1858.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit35",5,1871.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit36",5,1860.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit37",5,1870.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit38",5,1875.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit39",5,1859.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit40",5,1878.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit41",5,1855.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit42",5,1863.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit43",5,1871.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit44",5,1895.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit45",5,1863.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit46",5,1858.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit47",5,1873.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit48",5,1872.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit49",5,1888.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit50",5,1873.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit51",5,1872.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit52",5,1870.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit53",5,1858.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit54",5,1906.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit55",5,1872.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit56",5,1880.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit57",5,1868.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit58",5,1874.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit59",5,1840.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit60",5,1860.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit61",5,1890.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit62",5,1857.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit63",5,1872.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit64",5,1849.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit65",5,1862.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit66",5,1867.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit67",5,1866.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit68",5,1849.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit69",5,1874.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit70",5,1871.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit71",5,1877.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit72",5,1871.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit73",5,1868.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit74",5,1862.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit75",5,1870.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit76",5,1870.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit77",5,1882.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit78",5,1866.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit79",5,1851.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit80",5,1860.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit81",5,1891.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit82",5,1867.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit83",5,1881.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit84",5,1881.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit85",5,1866.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit86",5,1851.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit87",5,1857.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit88",5,1862.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit89",5,1865.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit90",5,1888.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit91",5,1877.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit92",5,1863.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit93",5,1864.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit94",5,1869.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit95",5,1878.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit96",5,1862.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit97",5,1869.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit98",5,1867.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit99",5,1877.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit100",5,1868.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit101",5,1854.0,21
"NSW_Local_Government_2017_City_of_Randwick_-_Central_Ward, 3 seats.csv__hit102",5,1881.0,21
